"","expt","n","Year","Date","DN","Site","PlantType","Tissue","temp","Sample","Sample2","PlantID","nomatch","Bag","Pump","End","Equil","Duration","NumFlrs","NumBuds","NumLeaf","PumpID","SoilVWC","SoilDepth","Comments","Collector","LeafDryWtGrams","n.f","sample","Lead","Year.f","Expt","Temp","PlantType.f","Type","Sample.f","nomatch.f","DNLeaf","SampleDate_text","SampleDate_format","RunDate_text","RunDate","GCOrder","Drop","Notes","Filename","verdict","status","Folder","vial","lost","chamber","plant","location_time","SampleDate","drop","Batch","Maxfield","Filename2","sequence","ext","Seq","Is2021","YearFilament","plot.x","subplot","temp.x","plotid","order","plot.y","snow","temp.y","status_tagged","status_census21","plantid.x","plantid.y","vial.x","vial.y","Temp.f","Total","Pump_datehour","year","time","mean_temp_C_control","mean_temp_C_warmed","mean_intensity_lux_control","mean_intensity_lux_warmed","OTC_diff_C","OTC_diff_lux","mean_temp_C_treatment"
"312","otc",NA,2021,2021-07-28,"day","SC","ten","flower","control",NA,NA,"XA186",NA,10:40:00,11:10:00,11:26:00,1800,960,1,0,NA,"DRC4",15,NA,"flower pulled off fixing pump","DH",NA,NA,"SC_185_210728_832021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-03,15,NA,NA,"SC_185_210728_832021_15.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",185,NA,"XA","186",NA,"2021-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-28 11:00:00,2021,11,26.4774285714286,29.8288333333333,3616.7,3078.525,3.35140476190476,-538.175,26.4774285714286
"313","otc",NA,2021,2021-07-28,"day","SC","ten","flower","control",NA,NA,"XA191",NA,10:54:00,11:24:00,11:39:00,1800,900,1,0,NA,"DRC1",15.5,NA,NA,"DH",NA,NA,"SC_156_210728_832021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-03,16,NA,"duplicate SC_156, changed vial to 186 (proximity, matches metadata on this sampledate)","SC_156_210728_832021_16.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",186,NA,"XA","191",NA,"2021-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-28 11:00:00,2021,11,26.4774285714286,29.8288333333333,3616.7,3078.525,3.35140476190476,-538.175,26.4774285714286
"314","otc",NA,2021,2021-07-28,"day","SC","ten","flower","warmed",NA,NA,"A170",NA,11:10:00,11:40:00,11:55:00,1800,900,1,0,NA,"DRC9",10.2,NA,NA,"DH",NA,NA,"SC_187_210728_832021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-03,12,NA,NA,"SC_187_210728_832021_12.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",187,NA,"A","170",NA,"2021-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-28 12:00:00,2021,12,28.0138571428571,30.9976666666667,3272.2,3078.475,2.98380952380953,-193.725,30.9976666666667
"315","otc",NA,2021,2021-07-28,"day","SC","air","air","air",NA,NA,"XAair",NA,11:18:00,11:48:00,12:03:00,1800,900,1,0,NA,"JMP2",NA,NA,NA,"DH",NA,NA,"SC_188_210728_832021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-03,9,NA,NA,"SC_188_210728_832021_09.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",188,NA,"XA","air",NA,"2021-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-28 12:00:00,2021,12,28.0138571428571,30.9976666666667,3272.2,3078.475,2.98380952380953,-193.725,28.0138571428571
"316","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"H200",NA,19:47:00,20:21:00,20:36:00,2040,900,1,0,NA,"DRC10",8.8,NA,"flower pulled off fixing pump. JP: changed vial 106 > 105 (duplicate, proximity, file with no metadata)","DH",NA,NA,"SC_105_210727_8202021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,8,NA,NA,"SC_105_210727_8202021_08.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",105,NA,"H","200",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,13.6263333333333
"317","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XH188",NA,19:49:00,20:19:00,20:35:00,1800,960,1,0,NA,"DRC1",20.1,NA,NA,"DH",NA,NA,"SC_103_210727_8202021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,9,NA,NA,"SC_103_210727_8202021_09.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",103,NA,"XH","188",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,12.501
"318","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"H743",NA,19:51:00,20:21:00,20:36:00,1800,900,1,0,NA,"DRC5",6.8,NA,NA,"DH",NA,NA,"SC_104_210727_8202021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,7,NA,NA,"SC_104_210727_8202021_07.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",104,NA,"H","743",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,13.6263333333333
"319","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"H557",NA,19:52:00,20:17:00,20:32:00,1500,900,1,0,NA,"DRC4",12.5,NA,"old, dried flower also in bag; pump started tooo early","DH",NA,NA,"SC_102_210727_8202021_06.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,6,NA,NA,"SC_102_210727_8202021_06.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",102,NA,"H","557",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,13.6263333333333
"320","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XHnoname",NA,20:26:00,20:56:00,21:11:00,1800,900,1,0,NA,"DRC5",15.3,NA,"to the left of HX188, white flag left near it","DH",NA,NA,"SC_106_210727_8202021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,13,NA,NA,"SC_106_210727_8202021_13.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",106,NA,"XH","noname",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,10.3275714285714
"321","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XC187",NA,20:30:00,21:00:00,21:15:00,1800,900,1,0,NA,"DRC4",12.4,NA,NA,"DH",NA,NA,"SC_108_210727_8202021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,12,NA,NA,"SC_108_210727_8202021_12.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",108,NA,"XC","187",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,10.3275714285714
"322","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"C207",NA,20:32:00,21:02:00,21:17:00,1800,900,1,0,NA,"DRC1",11.1,NA,NA,"DH",NA,NA,"SC_109_210727_8202021_11.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,11,NA,NA,"SC_109_210727_8202021_11.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",109,NA,"C","207",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,11.2341666666667
"323","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"H226",NA,20:40:00,21:10:00,21:25:00,1800,900,1,0,NA,"DRC10",5.8,NA,"smudged data sheet - may not be correct","DH",NA,NA,"SC_107_210727_8202021_10.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,10,NA,NA,"SC_107_210727_8202021_10.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",107,NA,"H","226",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,11.2341666666667
"324","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"C189",NA,21:03:00,21:33:00,21:48:00,1800,900,1,0,NA,"DRC1",20.6,NA,NA,"DH",NA,NA,"SC_110_210727_8202021_14.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,14,NA,NA,"SC_110_210727_8202021_14.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",110,NA,"C","189",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"325","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XD71",NA,21:05:00,21:36:00,21:53:00,1860,1020,1,0,NA,"DRC5",16.3,NA,"pump fell out very briefly","DH",NA,NA,"SC_134_210727_8202021_17.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,17,NA,NA,"SC_134_210727_8202021_17.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",134,NA,"XD","71",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,8.05928571428571
"326","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"D12",NA,21:20:00,21:50:00,22:05:00,1800,900,1,0,NA,"DRC4",13.3,NA,NA,"DH",NA,NA,"SC_135_210727_8202021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,16,NA,NA,"SC_135_210727_8202021_16.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",135,NA,"D","12",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"327","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XD264",NA,21:22:00,21:52:00,22:09:00,1800,1020,1,0,NA,"DRC1",12.8,NA,"pump changed to CW1 at 20:02","DH",NA,NA,"SC_141_210727_8202021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,15,NA,NA,"SC_141_210727_8202021_15.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",141,NA,"XD","264",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,8.05928571428571
"328","otc",NA,2021,2021-07-26,"night","SC","air","air","air",NA,NA,"airair",NA,21:34:00,22:04:00,22:19:00,1800,900,1,0,NA,"DRC10",NA,NA,NA,"DH",NA,NA,"SC_142_210727_8202021_20.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,20,NA,NA,"SC_142_210727_8202021_20.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",142,NA,"air","air",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,8.05928571428571
"329","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"D156",NA,21:40:00,22:10:00,22:25:00,1800,900,1,0,NA,"DRC4",9.6,NA,NA,"DH",NA,NA,"SC_143_210727_8202021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,18,NA,NA,"SC_143_210727_8202021_18.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",143,NA,"D","156",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"330","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"C189",NA,22:15:00,22:45:00,23:00:00,1800,900,1,0,NA,"DRC10",10.6,NA,"redone because pump seemed low on battery.","DH",NA,NA,"SC_144_210727_8202021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,19,NA,NA,"SC_144_210727_8202021_19.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",144,NA,"C","189",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 23:00:00,2021,23,6.95457142857143,7.9215,0,0,0.966928571428571,0,7.9215
"331","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"B294",NA,19:46:00,20:16:00,20:31:00,1800,900,1,0,NA,"DRC3",13.1,NA,NA,"JP",NA,NA,"SC_111_210727_8182021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,9,NA,NA,"SC_111_210727_8182021_09.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",111,NA,"B","294",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,13.6263333333333
"332","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"B111",NA,19:47:00,20:18:00,20:34:00,1860,960,1,0,NA,"DRC8",10.4,NA,NA,"JP",NA,NA,"SC_112_210727_8182021_10.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,10,NA,NA,"SC_112_210727_8182021_10.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",112,NA,"B","111",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,13.6263333333333
"333","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"B238",NA,19:48:00,20:20:00,20:35:00,1920,900,1,0,NA,"JMP3",7.9,NA,NA,"JP",NA,NA,"SC_113_210727_8182021_11.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,11,NA,NA,"SC_113_210727_8182021_11.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",113,NA,"B","238",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,13.6263333333333
"334","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XB193",NA,19:49:00,20:22:00,20:37:00,1980,900,1,0,NA,"JMP2",16.9,NA,NA,"JP",NA,NA,"SC_114_210727_8182021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,12,NA,NA,"SC_114_210727_8182021_12.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",114,NA,"XB","193",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,12.501
"335","otc",NA,2021,2021-07-26,"night","SC","air","air","air",NA,NA,"XBair",NA,20:14:00,20:46:00,21:03:00,1920,1020,NA,NA,NA,"DRC3",NA,NA,"next to sagebrush","JP",NA,NA,"SC_115_210727_8182021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,13,NA,NA,"SC_115_210727_8182021_13.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",115,NA,"XB","air",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,10.3275714285714
"336","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XB172",NA,20:16:00,20:47:00,21:03:00,1860,960,1,0,NA,"JMP3",11.3,NA,NA,"JP",NA,NA,"SC_116_210727_8182021_14.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,14,NA,NA,"SC_116_210727_8182021_14.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",116,NA,"XB","172",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,10.3275714285714
"337","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XA191",NA,20:27:00,20:58:00,21:13:00,1860,900,1,0,NA,"DRC8",11.3,NA,NA,"JP",NA,NA,"SC_117_210727_8182021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,15,NA,NA,"SC_117_210727_8182021_15.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",117,NA,"XA","191",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,10.3275714285714
"338","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XA186",NA,20:29:00,20:59:00,21:14:00,1800,900,1,0,NA,"JMP2",10.8,NA,NA,"JP",NA,NA,"SC_118_210727_8182021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,16,NA,NA,"SC_118_210727_8182021_16.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",118,NA,"XA","186",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 21:00:00,2021,21,10.3275714285714,11.2341666666667,0,0,0.906595238095239,0,10.3275714285714
"339","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"A19",NA,21:10:00,21:40:00,21:59:00,1800,1140,1,0,NA,"JMP2",6.8,NA,NA,"JP",NA,NA,"SC_119_210727_8182021_17.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,17,NA,NA,"SC_119_210727_8182021_17.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",119,NA,"A","19",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"340","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"A120",NA,21:12:00,21:42:00,21:59:00,1800,1020,1,0,NA,"DRC8",13.1,NA,NA,"JP",NA,NA,"SC_120_210727_8182021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,18,NA,NA,"SC_120_210727_8182021_18.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",120,NA,"A","120",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"341","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"E6",NA,21:18:00,21:48:00,22:05:00,1800,1020,1,1,NA,"DRC3",14.7,NA,"flower fell off while pumping","JP",NA,NA,"SC_136_210727_8182021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,19,NA,NA,"SC_136_210727_8182021_19.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",136,NA,"E","6",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"342","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"E76",NA,21:19:00,21:49:00,22:05:00,1800,960,1,0,NA,"JMP3",16.1,NA,NA,"JP",NA,NA,"SC_137_210727_8182021_20.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,20,NA,NA,"SC_137_210727_8182021_20.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",137,NA,"E","76",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"343","otc",NA,2021,2021-07-26,"night","SC","ten","flower","control",NA,NA,"XE27",NA,21:45:00,22:15:00,22:32:00,1800,1020,1,0,NA,"DRC8",19.5,NA,NA,"JP",NA,NA,"SC_138_210727_8202021_02.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,2,NA,NA,"SC_138_210727_8202021_02.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",138,NA,"XE","27",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,8.05928571428571
"344","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"E6",NA,21:55:00,22:26:00,22:42:00,1860,960,1,0,NA,"JMP3",14.7,NA,"sample #2 new flower","JP",NA,NA,"SC_139_210727_8202021_03.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,3,NA,NA,"SC_139_210727_8202021_03.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",139,NA,"E","6",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,9.231
"345","otc",NA,2021,2021-07-26,"night","SC","air","air","air",NA,NA,"XEair",NA,22:10:00,22:26:00,22:41:00,960,900,NA,NA,NA,"DRC3",NA,NA,NA,"JP",NA,NA,NA,NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,"XE","air",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,2021-07-26 22:00:00,2021,22,8.05928571428571,9.231,0,0,1.17171428571429,0,8.05928571428571
"346","otc",NA,2021,2021-07-26,"night","SC","ten","flower","warmed",NA,NA,"I227",NA,19:45:00,20:15:00,20:30:00,1800,900,1,0,NA,"CW1",13.1,NA,NA,"CW",NA,NA,"SC_121_210727_8182021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,18,NA,NA,"SC_121_210727_8182021_18.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",121,NA,"I","227",NA,"2021-07-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-26 20:00:00,2021,20,12.501,13.6263333333333,139.9,129.175,1.12533333333333,-10.725,13.6263333333333
